molecule_chembl_id,canonical_smiles,standard_value,curated_smiles,pIC50,inchikey
CHEMBL1790695,CC[C@H](C)[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(C)(C)O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C1=O,2700.0,CC[C@H](C)[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(C)(C)O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C1=O,5.568636235841013,RLMLFADXHJLPSQ-SUPROSMQSA-N
CHEMBL298734,NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,2700.0,NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,5.568636235841013,DHMTURDWPRKSOA-RUZDIDTESA-N
CHEMBL2042913,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](OC(=O)CCCCCCc1cn(CCCCCCC(=O)O[C@H](c2ccnc3ccc(OC)cc23)[C@@H]2C[C@@H]3CCN2C[C@@H]3C=C)nn1)c1ccnc2ccc(OC)cc12,2700.0,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](OC(=O)CCCCCCc1cn(CCCCCCC(=O)O[C@H](c2ccnc3ccc(OC)cc23)[C@@H]2C[C@@H]3CCN2C[C@@H]3C=C)nn1)c1ccnc2ccc(OC)cc12,5.568636235841013,WVEOBPSYAJIWOE-LQRBVVCKSA-N
CHEMBL4574355,Cc1c(C)c2ccc(OCCCN3CCc4ccccc4C3)cc2oc1=O,2700.0,Cc1c(C)c2ccc(OCCCN3CCc4ccccc4C3)cc2oc1=O,5.568636235841013,CACNJUZLFSDMHF-UHFFFAOYSA-N
CHEMBL1790693,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(C)(C)O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C1=O,2730.0,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(C)(C)O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C1=O,5.5638373529592435,RLMLFADXHJLPSQ-BRIONJOASA-N
CHEMBL1790694,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(C)(C)O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C(C)C)N(C)C1=O,2730.0,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(C)(C)O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C(C)C)N(C)C1=O,5.5638373529592435,RLMLFADXHJLPSQ-IZQZXGLPSA-N
CHEMBL4856409,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(=O)c4c(O)cccc4o3)cc1)CC2,2750.0,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(=O)c4c(O)cccc4o3)cc1)CC2,5.560667306169737,ZSRZDTZHVDGDDZ-UHFFFAOYSA-N
CHEMBL3233219,COc1ccc(C(=O)/C=C/c2ccc(OC)c3ccccc23)cc1OC,2750.0,COc1ccc(C(=O)/C=C/c2ccc(OC)c3ccccc23)cc1OC,5.560667306169737,XNGWAHYIPSOQKY-DHZHZOJOSA-N
CHEMBL3317935,COc1cc(C(=O)Nc2ccc(-c3cc(F)cc(F)c3)cc2N)cc(OC)c1OC,2760.0,COc1cc(C(=O)Nc2ccc(-c3cc(F)cc(F)c3)cc2N)cc(OC)c1OC,5.559090917934782,NNUDZSBFWBBRKN-UHFFFAOYSA-N
CHEMBL5094661,COc1cc(C[C@H]2CN(C(C)=O)[C@@H](Cc3ccccc3)CN2C(=O)c2ccccn2)cc2c1OCO2,2770.0,COc1cc(C[C@H]2CN(C(C)=O)[C@@H](Cc3ccccc3)CN2C(=O)c2ccccn2)cc2c1OCO2,5.557520230935552,INVAHXWVBPONKY-GOTSBHOMSA-N
CHEMBL4748629,CCC(=O)c1ccc(-c2cn(-c3ccc(CCN4CCc5cc(OC)c(OC)cc5C4)cc3)nn2)cc1NC(=O)c1ccc(OC)cn1,2775.0,CCC(=O)c1ccc(-c2cn(-c3ccc(CCN4CCc5cc(OC)c(OC)cc5C4)cc3)nn2)cc1NC(=O)c1ccc(OC)cn1,5.556737012541305,UYGRWURGLTYOSJ-UHFFFAOYSA-N
CHEMBL4060577,COc1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1C(F)(F)F,2780.0,COc1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1C(F)(F)F,5.555955204081924,TWQHWJBUHDBUTM-UHFFFAOYSA-N
CHEMBL2042912,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](OC(=O)CCCCCCc1cn(CCCCC(=O)O[C@H](c2ccnc3ccc(OC)cc23)[C@@H]2C[C@@H]3CCN2C[C@@H]3C=C)nn1)c1ccnc2ccc(OC)cc12,2800.0,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](OC(=O)CCCCCCc1cn(CCCCC(=O)O[C@H](c2ccnc3ccc(OC)cc23)[C@@H]2C[C@@H]3CCN2C[C@@H]3C=C)nn1)c1ccnc2ccc(OC)cc12,5.552841968657781,KIFIPJRMORLGDJ-CDHSKXSJSA-N
CHEMBL4518044,Cc1cc(C)c2c(n1)sc1c(N3CCN(Cc4ccccc4Cl)CC3)ncnc12,2810.0,Cc1cc(C)c2c(n1)sc1c(N3CCN(Cc4ccccc4Cl)CC3)ncnc12,5.55129368009492,DPWHWIYFNKEXGB-UHFFFAOYSA-N
CHEMBL4742947,Cc1cc(Nc2ccc(F)cc2)n2nc(SCc3csc4ccc(Cl)cc34)nc2n1,2840.0,Cc1cc(Nc2ccc(F)cc2)n2nc(SCc3csc4ccc(Cl)cc34)nc2n1,5.546681659952962,RFGWGWQXPLGJHN-UHFFFAOYSA-N
CHEMBL4578134,COc1ccc(C(=O)N2CCc3c([nH]c4ccccc34)C2c2ccc(F)c(F)c2)cc1OC,2860.0,COc1ccc(C(=O)N2CCc3c([nH]c4ccccc34)C2c2ccc(F)c(F)c2)cc1OC,5.543633966870957,WLRAQTWZGSZEJX-UHFFFAOYSA-N
CHEMBL4071511,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2cn(CCOCCOCCOCCOCCOCCn3cc(COC(=O)C4=C(C)NC(C)=C(C(=O)OCC)C4c4c(-c5ccccc5Br)noc4C)nn3)nn2)C1c1c(-c2ccccc2Br)noc1C,2862.0,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2cn(CCOCCOCCOCCOCCOCCn3cc(COC(=O)C4=C(C)NC(C)=C(C(=O)OCC)C4c4c(-c5ccccc5Br)noc4C)nn3)nn2)C1c1c(-c2ccccc2Br)noc1C,5.543330370576243,BZIQEKUXLTYGGM-UHFFFAOYSA-N
CHEMBL4455303,COc1cccc(Nc2cc(-c3ccccc3)nc3ccccc23)c1,2870.0,COc1cccc(Nc2cc(-c3ccccc3)nc3ccccc23)c1,5.542118103266008,WROGXTDUYKIWNZ-UHFFFAOYSA-N
CHEMBL3885456,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(OC)cc3)n2)cc1,2880.0,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(OC)cc3)n2)cc1,5.540607512240769,SXABNFMIJZBSPG-UHFFFAOYSA-N
CHEMBL2042911,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](OC(=O)CCCCCCn1cc(CCCCC(=O)O[C@H](c2ccnc3ccc(OC)cc23)[C@@H]2C[C@@H]3CCN2C[C@@H]3C=C)nn1)c1ccnc2ccc(OC)cc12,2900.0,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](OC(=O)CCCCCCn1cc(CCCCC(=O)O[C@H](c2ccnc3ccc(OC)cc23)[C@@H]2C[C@@H]3CCN2C[C@@H]3C=C)nn1)c1ccnc2ccc(OC)cc12,5.5376020021010435,DPAQOEWKCXIZPF-CDHSKXSJSA-N
CHEMBL5401629,COc1cc2c(cc1OC)CN(C(=O)c1cc3cc(-c4ccccc4F)ccc3[nH]1)CC2,2904.0,COc1cc2c(cc1OC)CN(C(=O)c1cc3cc(-c4ccccc4F)ccc3[nH]1)CC2,5.537003387971944,ZNUKNLRYHLCINU-UHFFFAOYSA-N
CHEMBL2369621,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](C)N(C)C(=O)[C@H](C2CCCCC2)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(C)(C)O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C1=O,2910.0,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](C)N(C)C(=O)[C@H](C2CCCCC2)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(C)(C)O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C1=O,5.536107011014093,LUHVMRPDAAASAC-GSHCQLSTSA-N
CHEMBL3317925,COc1cc(OC)c(C(=O)Nc2ccc(-c3cccnc3)cc2F)c(OC)c1,2930.0,COc1cc(OC)c(C(=O)Nc2ccc(-c3cccnc3)cc2F)c(OC)c1,5.533132379645891,KZIMTHXEZLWUNM-UHFFFAOYSA-N
CHEMBL4858070,COc1cc2c(cc1OC)CN(CCNC(=O)c1ccc(C)c(Nc3nccc(-c4ccc(F)cc4)n3)c1)CC2,2950.0,COc1cc2c(cc1OC)CN(CCNC(=O)c1ccc(C)c(Nc3nccc(-c4ccc(F)cc4)n3)c1)CC2,5.530177984021837,ZXUKLUWGZSWYAT-UHFFFAOYSA-N
CHEMBL5413805,CCCOc1ccc(-c2ccc3[nH]c(C(=O)N4CCc5cc(OC)c(OC)cc5C4)cc3c2)cc1,2978.0,CCCOc1ccc(-c2ccc3[nH]c(C(=O)N4CCc5cc(OC)c(OC)cc5C4)cc3c2)cc1,5.526075306583842,CZIUSHLATXYWIA-UHFFFAOYSA-N
CHEMBL4798521,N#Cc1ccc(Nc2cc(Nc3ccccc3O)nc(-c3ccccc3)n2)cc1,2980.0,N#Cc1ccc(Nc2cc(Nc3ccccc3O)nc(-c3ccccc3)n2)cc1,5.525783735923745,YNKPNPQRZWSNLA-UHFFFAOYSA-N
CHEMBL2372474,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](C)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,3000.0,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](C)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,5.522878745280337,CQAFKYAZKRDXKE-KCJSDLITSA-N
CHEMBL1474597,Cc1cccc(Nc2nc(-c3ccccc3)nc3ccccc23)c1,3000.0,Cc1cccc(Nc2nc(-c3ccccc3)nc3ccccc23)c1,5.522878745280337,UMWJNQQMJJGINS-UHFFFAOYSA-N
CHEMBL4862544,COc1cc2c(cc1OC)CN(CCNC(=O)c1ccc(C)c(Nc3nccc(-c4cccc(O)c4)n3)c1)CC2,3010.0,COc1cc2c(cc1OC)CN(CCNC(=O)c1ccc(C)c(Nc3nccc(-c4cccc(O)c4)n3)c1)CC2,5.521433504406157,ONVUQZXBGONGOR-UHFFFAOYSA-N
CHEMBL2074950,COc1ccc(CCN(C)CCC[C@@]2(C#N)CCc3c2ccc(OC)c3OC)cc1OC,3040.0,COc1ccc(CCN(C)CCC[C@@]2(C#N)CCc3c2ccc(OC)c3OC)cc1OC,5.517126416391246,VLSLFQMGJUJBQJ-SANMLTNESA-N
CHEMBL5423555,COc1cc2c(cc1OC)CN(C(=O)c1cc3cc(-c4ccc(NC(=O)c5ccccc5OC)cc4)ccc3[nH]1)CC2,3060.0,COc1cc2c(cc1OC)CN(C(=O)c1cc3cc(-c4ccc(NC(=O)c5ccccc5OC)cc4)ccc3[nH]1)CC2,5.51427857351842,KLAHUOBBJVISNR-UHFFFAOYSA-N
CHEMBL4062893,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(-c2ccc(Br)cc2)noc1C,3096.0,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(-c2ccc(Br)cc2)noc1C,5.509199047989145,IYDRYGWSROLZSY-UHFFFAOYSA-N
CHEMBL473795,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)COc3ccccc3)cc1)CC2,3100.0,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)COc3ccccc3)cc1)CC2,5.508638306165727,GBYDFXOHYQLWKK-UHFFFAOYSA-N
CHEMBL2074951,COc1ccc(CCN(C)CCC[C@]2(C#N)CCc3c2ccc(OC)c3OC)cc1OC,3110.0,COc1ccc(CCN(C)CCC[C@]2(C#N)CCc3c2ccc(OC)c3OC)cc1OC,5.507239610973162,VLSLFQMGJUJBQJ-AREMUKBSSA-N
CHEMBL4100665,COc1ccc(Nc2nc(-c3cccnc3)nc3ccccc23)cc1OC,3110.0,COc1ccc(Nc2nc(-c3cccnc3)nc3ccccc23)cc1OC,5.507239610973162,SNJHGKXCZUYMSO-UHFFFAOYSA-N
CHEMBL5172522,N#Cc1ccc(CNC(=O)c2nn(-c3ccc(Cl)cc3)c(=O)c3ccccc23)cc1,3120.0,N#Cc1ccc(CNC(=O)c2nn(-c3ccc(Cl)cc3)c(=O)c3ccccc23)cc1,5.505845405981558,RYXPSMVJXCUXHW-UHFFFAOYSA-N
CHEMBL5087079,CC(=O)N1C[C@H](Cc2cc(O)c3c(c2)OCO3)N(C(=O)c2ccccc2)C[C@@H]1Cc1ccccc1,3130.0,CC(=O)N1C[C@H](Cc2cc(O)c3c(c2)OCO3)N(C(=O)c2ccccc2)C[C@@H]1Cc1ccccc1,5.504455662453552,JDHFJTGFKAYMMX-ZEQRLZLVSA-N
CHEMBL4160529,COc1cc(Nc2nc(-c3ccc(OC)c(OC)c3)nc3ccccc23)ccc1Br,3150.0,COc1cc(Nc2nc(-c3ccc(OC)c(OC)c3)nc3ccccc23)ccc1Br,5.501689446210399,XIOGIHBUIABXJF-UHFFFAOYSA-N
CHEMBL409480,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccnc3)cc1)CC2,3162.28,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccnc3)cc1)CC2,5.499999678657065,MDBYETDBYDWXIF-UHFFFAOYSA-N
CHEMBL5409299,CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)/C(=C(/C)Nc3cc(-c4nnn(CC(=O)O)n4)ccc3O)C(=O)[C@@]12C,3170.0,CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)/C(=C(/C)Nc3cc(-c4nnn(CC(=O)O)n4)ccc3O)C(=O)[C@@]12C,5.498940737782249,XIQQKPPVMPKSFE-ZGKYRPLCSA-N
CHEMBL519228,COc1cccc(CCc2ccccc2OCCCCCN2CCc3ccccc3C2)c1,3170.0,COc1cccc(CCc2ccccc2OCCCCCN2CCc3ccccc3C2)c1,5.498940737782249,NEQJFIXEALLTIV-UHFFFAOYSA-N
CHEMBL379211,CC(C)(C)OC(=O)N1C2C3C4N(C(=O)OC(C)(C)C)C5C(C1[C@]5(CO)[C@H]3c1ccccc1)[C@@H](c1ccccc1)[C@@]24CO,3200.0,CC(C)(C)OC(=O)N1C2C3C4N(C(=O)OC(C)(C)C)C5C(C1[C@]5(CO)[C@H]3c1ccccc1)[C@@H](c1ccccc1)[C@@]24CO,5.494850021680094,KBWWJFSRNXHQCU-DCDQSRNYSA-N
CHEMBL223643,CC(C)[C@@H]1NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC1=O,3200.0,CC(C)[C@@H]1NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC1=O,5.494850021680094,FCFNRCROJUBPLU-DNDCDFAISA-N
CHEMBL2074952,COc1ccc(CCN(C)CCCC2(C#N)CCc3c2ccc(OC)c3OC)cc1OC,3200.0,COc1ccc(CCN(C)CCCC2(C#N)CCc3c2ccc(OC)c3OC)cc1OC,5.494850021680094,VLSLFQMGJUJBQJ-UHFFFAOYSA-N
CHEMBL51149,COc1ccc(CCN(C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,3200.0,COc1ccc(CCN(C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,5.494850021680094,XQLWNAFCTODIRK-UHFFFAOYSA-N
CHEMBL3883362,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(OC)c(OC)c3)n2)cc1,3200.0,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(OC)c(OC)c3)n2)cc1,5.494850021680094,KWDBAVJBAYGIMP-UHFFFAOYSA-N
CHEMBL3317931,COc1cc(C(=O)Nc2ccc(-c3ccncc3)cc2F)cc(OC)c1OC,3200.0,COc1cc(C(=O)Nc2ccc(-c3ccncc3)cc2F)cc(OC)c1OC,5.494850021680094,XDRPQSCPDYGCSM-UHFFFAOYSA-N
CHEMBL515853,COc1cccc(CCc2ccccc2OCCN2CCN(c3cccc(Cl)c3)CC2)c1,3200.0,COc1cccc(CCc2ccccc2OCCN2CCN(c3cccc(Cl)c3)CC2)c1,5.494850021680094,WJOBMOSDDUOLKK-UHFFFAOYSA-N
CHEMBL226507,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1OC,3200.0,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1OC,5.494850021680094,LKMNXYDUQXAUCZ-UHFFFAOYSA-N
CHEMBL75258,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc(OC)c1OC,3200.0,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc(OC)c1OC,5.494850021680094,LHNLHJJGLDWGFS-UHFFFAOYSA-N
CHEMBL4752207,Cc1cc(Nc2ccc(O)c(Cl)c2)n2nc(SCc3nc4ccccc4[nH]3)nc2n1,3220.0,Cc1cc(Nc2ccc(O)c(Cl)c2)n2nc(SCc3nc4ccccc4[nH]3)nc2n1,5.492144128304169,AIVQCDQSLKJSGK-UHFFFAOYSA-N
CHEMBL4080120,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2cn(CCOCCOCCOCCn3cc(COC(=O)C4=C(C)NC(C)=C(C(=O)OCC)C4c4c(-c5ccc(Br)cc5)noc4C)nn3)nn2)C1c1c(-c2ccc(Br)cc2)noc1C,3231.0,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2cn(CCOCCOCCOCCn3cc(COC(=O)C4=C(C)NC(C)=C(C(=O)OCC)C4c4c(-c5ccc(Br)cc5)noc4C)nn3)nn2)C1c1c(-c2ccc(Br)cc2)noc1C,5.490663041982356,HKKFCFIFPDLOKD-UHFFFAOYSA-N
CHEMBL5409465,COc1cc2c(cc1OC)CN(C(=O)c1cc3cc(-c4ccccc4OC)ccc3[nH]1)CC2,3254.0,COc1cc2c(cc1OC)CN(C(=O)c1cc3cc(-c4ccccc4OC)ccc3[nH]1)CC2,5.48758245139916,IWXPIUFLTHLEQC-UHFFFAOYSA-N
CHEMBL4161988,COc1ccc(-c2nc(Nc3cccc(S(=O)(=O)F)c3)c3ccccc3n2)cc1OC,3260.0,COc1ccc(-c2nc(Nc3cccc(S(=O)(=O)F)c3)c3ccccc3n2)cc1OC,5.486782399932061,TVLUSQOSWMGZFO-UHFFFAOYSA-N
CHEMBL3317927,COc1cc(OC)cc(C(=O)Nc2ccc(-c3cccnc3)cc2F)c1,3300.0,COc1cc(OC)cc(C(=O)Nc2ccc(-c3cccnc3)cc2F)c1,5.481486060122113,NBXJITLZOSCWAI-UHFFFAOYSA-N
CHEMBL408709,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3Br)cc1)CC2,3300.0,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3Br)cc1)CC2,5.481486060122113,IOPDQFLTYUGXTO-UHFFFAOYSA-N
CHEMBL5274754,O=S(=O)(c1ccc2[nH]c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc3c2c1)N1CCCC1,3310.0,O=S(=O)(c1ccc2[nH]c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc3c2c1)N1CCCC1,5.480172006224281,YYLHEIDJNAZEPK-UHFFFAOYSA-N
CHEMBL5437506,COc1cc([C@@H](CC(=O)NCCCN2CCOCC2)C2=C(O)[C@@]3(Oc4c(Cl)c(OC)cc(OC)c4C3=O)[C@H](C)CC2=O)ccc1O,3310.0,COc1cc([C@@H](CC(=O)NCCCN2CCOCC2)C2=C(O)[C@@]3(Oc4c(Cl)c(OC)cc(OC)c4C3=O)[C@H](C)CC2=O)ccc1O,5.480172006224281,BGABUBAWANOYSE-QZNUFANNSA-N
CHEMBL4789417,C#CCSc1nc2nc(C)cc(Nc3ccc(F)cc3)n2n1,3360.0,C#CCSc1nc2nc(C)cc(Nc3ccc(F)cc3)n2n1,5.473660722610156,WYFOUTWILOEPNR-UHFFFAOYSA-N
CHEMBL4592538,COc1ccc(C(=O)N2CCc3c([nH]c4ccccc34)C2c2cccc(OC)c2)cc1,3380.0,COc1ccc(C(=O)N2CCc3c([nH]c4ccccc34)C2c2cccc(OC)c2)cc1,5.471083299722345,HQMNMYXRCMXMRT-UHFFFAOYSA-N
CHEMBL4750965,N#Cc1ccc(Nc2cc(NCc3ccccn3)nc(-c3ccccc3)n2)cc1,3400.0,N#Cc1ccc(Nc2cc(NCc3ccccn3)nc(-c3ccccc3)n2)cc1,5.468521082957745,ILLUYMMJHZMCTR-UHFFFAOYSA-N
CHEMBL2372494,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N1C,3400.0,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N1C,5.468521082957745,SYXYUKMELXLDBD-PLFKCFKRSA-N
CHEMBL473198,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)COc3ccccc3N)cc1)CC2,3400.0,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)COc3ccccc3N)cc1)CC2,5.468521082957745,KNULEDDEHVTHRS-UHFFFAOYSA-N
CHEMBL2372497,C=C[C@H](C)[C@H]1C(=O)N(C)[C@@H]([C@H](O)[C@H](C)C/C=C/C)C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C,3400.0,C=C[C@H](C)[C@H]1C(=O)N(C)[C@@H]([C@H](O)[C@H](C)C/C=C/C)C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C,5.468521082957745,FVUWRGZYTYVJIV-DJBJBRADSA-N
CHEMBL3356782,COc1cc2c(cc1OC)CN(CCn1cc(COc3ccccc3NC(=O)c3ccc(C(C)(C)C)cc3)nn1)CC2,3420.0,COc1cc2c(cc1OC)CN(CCn1cc(COc3ccccc3NC(=O)c3ccc(C(C)(C)C)cc3)nn1)CC2,5.465973893943865,ZFUDOZQPYNMBCQ-UHFFFAOYSA-N
CHEMBL3092483,COc1ccc(Nc2nc(-c3ccc(OC)c(OC)c3)nc3ccccc23)cc1OC,3490.0,COc1ccc(Nc2nc(-c3ccc(OC)c(OC)c3)nc3ccccc23)cc1OC,5.45717457304082,NPEXIJINZNZJDD-UHFFFAOYSA-N
CHEMBL5286694,c1ccc2c(CCN3CCN(c4ncnc5c4[nH]c4ccccc45)CC3)c[nH]c2c1,3500.0,c1ccc2c(CCN3CCN(c4ncnc5c4[nH]c4ccccc45)CC3)c[nH]c2c1,5.455931955649724,CJTXQTCYOKSTKS-UHFFFAOYSA-N
