molecule_chembl_id,canonical_smiles,standard_value,curated_smiles,pIC50,inchikey
CHEMBL4161103,CC1(C)CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6nccnc6[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1,0.03,CC1(C)CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6nccnc6[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1,10.522878745280337,QGZAUUKJIJZEAS-MQLGQBSPSA-N
CHEMBL4863423,CC1(C)CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6nccnc6[C@@](C)(COC(=O)CCC(=O)OCCOCCOCCOCCO)[C@@H]5CC[C@]43C)[C@@H]2C1,0.04,CC1(C)CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6nccnc6[C@@](C)(COC(=O)CCC(=O)OCCOCCOCCOCCO)[C@@H]5CC[C@]43C)[C@@H]2C1,10.397940008672037,UIKUUBFXGRJBJN-GLYFMXDRSA-N
CHEMBL4568985,COc1cc(NC(=O)CSCC(=O)Nc2cc(-c3cc(C)c(C)cc3C)nn2-c2ccccc2)cc(OC)c1OC,0.07,COc1cc(NC(=O)CSCC(=O)Nc2cc(-c3cc(C)c(C)cc3C)nn2-c2ccccc2)cc(OC)c1OC,10.154901959985743,RTKJPHWZBQIUQR-UHFFFAOYSA-N
CHEMBL348475,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,0.22,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,9.657577319177793,LGGHDPFKSSRQNS-UHFFFAOYSA-N
CHEMBL4594298,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OC)c(OC)cc4NC(=O)c4cc(=O)c5ccccc5o4)n3)cc1)CC2,0.6,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OC)c(OC)cc4NC(=O)c4cc(=O)c5ccccc5o4)n3)cc1)CC2,9.221848749616356,AHJUHHDDCJQACA-UHFFFAOYSA-N
CHEMBL4526913,Cc1cc(C)c(-c2cc(NC(=O)CSCC(=O)Nc3ccc4ncsc4c3)n(-c3ccccc3)n2)cc1C,0.78,Cc1cc(C)c(-c2cc(NC(=O)CSCC(=O)Nc3ccc4ncsc4c3)n(-c3ccccc3)n2)cc1C,9.10790539730952,UHBHMCUEAHAUJJ-UHFFFAOYSA-N
CHEMBL4792609,COc1ccc(-c2cc(OC(C)=O)c3c(-c4cccs4)c(NC(=O)c4ccccc4Cl)oc3c2)cc1,0.82,COc1ccc(-c2cc(OC(C)=O)c3c(-c4cccs4)c(NC(=O)c4ccccc4Cl)oc3c2)cc1,9.086186147616283,NVHVRYUFNCFLGC-UHFFFAOYSA-N
CHEMBL4783930,COc1ccc(-c2cc(OC(C)=O)c3c(-c4cccs4)c(NC(=O)c4ccccc4C)oc3c2)cc1,0.83,COc1ccc(-c2cc(OC(C)=O)c3c(-c4cccs4)c(NC(=O)c4ccccc4C)oc3c2)cc1,9.080921907623926,KFIFBXUHWWIHKN-UHFFFAOYSA-N
CHEMBL4085670,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2CCCCN1CCN(CCO)CC1,1.25,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2CCCCN1CCN(CCO)CC1,8.903089986991944,RNYPUSBEZJDGOI-UHFFFAOYSA-N
CHEMBL5429850,C#CCOc1cccc2oc(-c3ccc(OCCOCCNCc4ccc(C5(C(F)(F)F)N=N5)cc4)cc3)cc(=O)c12,1.4,C#CCOc1cccc2oc(-c3ccc(OCCOCCNCc4ccc(C5(C(F)(F)F)N=N5)cc4)cc3)cc(=O)c12,8.853871964321762,VXOGSZPJYPPPEV-UHFFFAOYSA-N
CHEMBL504936,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)c(OC)c3c1[C@H](C2)N(C)CC3,1.59,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)c(OC)c3c1[C@H](C2)N(C)CC3,8.79860287567955,FUZMQNZACIFDBL-KYJUHHDHSA-N
CHEMBL5089855,COc1cc(OC)c2c(c1)O[C@H](c1ccc(OC)c(OC)c1)[C@@H](OC(=O)c1ccc(F)c(NC(=O)c3cc(OC)c(OC)c(OC)c3)c1)C2,1.8,COc1cc(OC)c2c(c1)O[C@H](c1ccc(OC)c(OC)c1)[C@@H](OC(=O)c1ccc(F)c(NC(=O)c3cc(OC)c(OC)c(OC)c3)c1)C2,8.744727494896694,OEIXJPAIZADICN-JHOUSYSJSA-N
CHEMBL4469705,Cc1cc(C)c(-c2cc(NC(=O)CSCC(=O)Nc3ccc4ccccc4c3)n(-c3ccccc3)n2)cc1C,2.0,Cc1cc(C)c(-c2cc(NC(=O)CSCC(=O)Nc3ccc4ccccc4c3)n(-c3ccccc3)n2)cc1C,8.698970004336019,RZZKGPAJUROKKG-UHFFFAOYSA-N
CHEMBL5088809,COc1cc(OC)c2c(c1)O[C@H](c1ccc(OC)c(OC)c1)[C@H](OC(=O)c1ccc(F)c(NC(=O)c3cc(OC)c(OC)c(OC)c3)c1)C2,2.2,COc1cc(OC)c2c(c1)O[C@H](c1ccc(OC)c(OC)c1)[C@H](OC(=O)c1ccc(F)c(NC(=O)c3cc(OC)c(OC)c(OC)c3)c1)C2,8.657577319177793,OEIXJPAIZADICN-CZNDPXEESA-N
CHEMBL5408118,O=c1cc(-c2ccc(OCCOCCNCc3ccc(C4(C(F)(F)F)N=N4)cc3)cc2)oc2ccccc12,2.3,O=c1cc(-c2ccc(OCCOCCNCc3ccc(C4(C(F)(F)F)N=N4)cc3)cc2)oc2ccccc12,8.638272163982407,MAKPOVQXRPESOW-UHFFFAOYSA-N
CHEMBL3582168,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@@H](OC(=O)c1ccc(F)c(NC(=O)c3cc(OC)c(OC)c(OC)c3)c1)C2,2.7,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@@H](OC(=O)c1ccc(F)c(NC(=O)c3cc(OC)c(OC)c(OC)c3)c1)C2,8.568636235841012,VNMQONKZFZQPCT-JHOUSYSJSA-N
CHEMBL6966,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,2.97,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,8.527243550682787,SGTNSNPWRIOYBX-UHFFFAOYSA-N
CHEMBL3582155,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@H](OC(=O)c1ccc(F)c(NC(=O)c3ccc(OC)c(OC)c3)c1)C2,3.0,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@H](OC(=O)c1ccc(F)c(NC(=O)c3ccc(OC)c(OC)c3)c1)C2,8.522878745280337,XPNBVAOZAHYCST-CZNDPXEESA-N
CHEMBL4064097,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2CCCCN(CCO)CCO,3.11,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2CCCCN(CCO)CCO,8.507239610973162,HJMGTOUIRWRUEF-UHFFFAOYSA-N
CHEMBL3582156,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@H](OC(=O)c1ccc(F)c(NC(=O)c3cc(OC)c(OC)c(OC)c3)c1)C2,3.3,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@H](OC(=O)c1ccc(F)c(NC(=O)c3cc(OC)c(OC)c(OC)c3)c1)C2,8.481486060122112,VNMQONKZFZQPCT-CZNDPXEESA-N
CHEMBL160,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,3.4,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,8.468521082957745,PMATZTZNYRCHOR-CGLBZJNRSA-N
CHEMBL5403208,O=c1cc(-c2ccc(OCCOCCNCc3ccccc3)cc2)oc2ccccc12,3.5,O=c1cc(-c2ccc(OCCOCCNCc3ccccc3)cc2)oc2ccccc12,8.455931955649724,JIFJFNBTQSCGBM-UHFFFAOYSA-N
CHEMBL3601686,COc1ccc(C2=C(c3ccc(OC)c(OC)c3)C(=O)N(C(=O)c3cc(Br)c(OCc4ccccc4)cc3OCCN3CCOCC3)C2=O)cc1OC,3.5,COc1ccc(C2=C(c3ccc(OC)c(OC)c3)C(=O)N(C(=O)c3cc(Br)c(OCc4ccccc4)cc3OCCN3CCOCC3)C2=O)cc1OC,8.455931955649724,PKYUAOUVVSPFLP-UHFFFAOYSA-N
CHEMBL4790157,COc1ccc(-c2cc(OC(C)=O)c3c(-c4cccs4)c(NC(=O)c4cccc(F)c4)oc3c2)cc1,3.7,COc1ccc(-c2cc(OC(C)=O)c3c(-c4cccs4)c(NC(=O)c4cccc(F)c4)oc3c2)cc1,8.431798275933005,FFSYPDOYYMJFKT-UHFFFAOYSA-N
CHEMBL3582149,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@H](OC(=O)/C=C/c1cc(OC)c(OC)c(OC)c1)C2,3.7,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@H](OC(=O)/C=C/c1cc(OC)c(OC)c(OC)c1)C2,8.431798275933005,NECCTVFNAYKBCX-JPYFANRKSA-N
CHEMBL4094336,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2CCCCN1CCOCC1,4.0,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2CCCCN1CCOCC1,8.397940008672037,XONLDSYHSCDNKT-UHFFFAOYSA-N
CHEMBL4783872,COc1ccc(-c2cc(OC(C)=O)c3c(-c4cccs4)c(N(C(C)=O)C(C)=O)oc3c2)cc1,4.0,COc1ccc(-c2cc(OC(C)=O)c3c(-c4cccs4)c(N(C(C)=O)C(C)=O)oc3c2)cc1,8.397940008672037,BQDSZKNDEHZKOL-UHFFFAOYSA-N
CHEMBL4557604,Cc1cc(C)c(-c2cc(NC(=O)CSCC(=O)N3c4ccccc4CCc4ccccc43)n(-c3ccccc3)n2)cc1C,4.0,Cc1cc(C)c(-c2cc(NC(=O)CSCC(=O)N3c4ccccc4CCc4ccccc43)n(-c3ccccc3)n2)cc1C,8.397940008672037,ZFGJKGPMONGQDN-UHFFFAOYSA-N
CHEMBL4077817,CCN(CC)CCCCn1c2ccccc2c(=O)c2cc(C)cc(C)c21,4.05,CCN(CC)CCCCn1c2ccccc2c(=O)c2cc(C)cc(C)c21,8.39254497678533,AOMLWIQEGAAUKD-UHFFFAOYSA-N
CHEMBL3582170,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@@H](OC(=O)c1ccc(F)c(NC(=O)/C=C/c3cc(OC)c(OC)c(OC)c3)c1)C2,4.2,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@@H](OC(=O)c1ccc(F)c(NC(=O)/C=C/c3cc(OC)c(OC)c(OC)c3)c1)C2,8.3767507096021,HYIPBGSVFCLHGF-DFHZLNFVSA-N
CHEMBL3582167,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@@H](OC(=O)c1ccc(F)c(NC(=O)c3ccc(OC)c(OC)c3)c1)C2,4.6,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@@H](OC(=O)c1ccc(F)c(NC(=O)c3ccc(OC)c(OC)c3)c1)C2,8.337242168318426,XPNBVAOZAHYCST-JHOUSYSJSA-N
CHEMBL4082527,Cc1cc(Nc2ccc(F)cc2)n2nc(SCc3nc4ccccc4[nH]3)nc2n1,4.75,Cc1cc(Nc2ccc(F)cc2)n2nc(SCc3nc4ccccc4[nH]3)nc2n1,8.323306390375134,ZGRDQSSNSDLZLJ-UHFFFAOYSA-N
CHEMBL396298,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2,4.9,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2,8.309803919971486,OSFCMRGOZNQUSW-UHFFFAOYSA-N
CHEMBL4066830,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2CCCCN1CCCCC1,5.0,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2CCCCN1CCCCC1,8.301029995663981,LWZGTJKFXCZQDM-UHFFFAOYSA-N
CHEMBL375243,Cc1cccc(N2CCN(CC(O)COc3ccccc3C(=O)CCc3ccccc3)CC2)c1C,5.623,Cc1cccc(N2CCN(CC(O)COc3ccccc3C(=O)CCc3ccccc3)CC2)c1C,8.250031916490597,DXOBZGMBGHYACS-UHFFFAOYSA-N
CHEMBL4446420,Cc1cc(C)c(-c2cc(NC(=O)CSc3cccc(NC(=O)c4cncc(Br)c4)c3)n(-c3ccccc3)n2)cc1C,6.0,Cc1cc(C)c(-c2cc(NC(=O)CSc3cccc(NC(=O)c4cncc(Br)c4)c3)n(-c3ccccc3)n2)cc1C,8.221848749616356,BRQKWGBEIKPKER-UHFFFAOYSA-N
CHEMBL3582154,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@H](OC(=O)c1ccc(F)c(NC(=O)/C=C/c3cc(OC)c(OC)c(OC)c3)c1)C2,6.2,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@H](OC(=O)c1ccc(F)c(NC(=O)/C=C/c3cc(OC)c(OC)c(OC)c3)c1)C2,8.207608310501746,HYIPBGSVFCLHGF-AHSNHEDPSA-N
CHEMBL3601685,COc1ccc(C2=C(c3ccc(OC)c(OC)c3)C(=O)N(C(=O)c3cc(Br)c(OCc4ccccc4)cc3OCCO)C2=O)cc1OC,6.5,COc1ccc(C2=C(c3ccc(OC)c(OC)c3)C(=O)N(C(=O)c3cc(Br)c(OCc4ccccc4)cc3OCCO)C2=O)cc1OC,8.187086643357144,GCHHRSTVQGCNFS-UHFFFAOYSA-N
CHEMBL3582169,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@@H](OC(=O)c1ccc(F)c(NC(=O)/C=C/c3ccc(OC)c(OC)c3)c1)C2,6.6,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@@H](OC(=O)c1ccc(F)c(NC(=O)/C=C/c3ccc(OC)c(OC)c3)c1)C2,8.18045606445813,PADLVMZGAOPLPG-QQQYIWAASA-N
CHEMBL67,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O,6.6,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O,8.18045606445813,HVXBOLULGPECHP-WAYWQWQTSA-N
CHEMBL4439071,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)OCc1ccccc1,7.03,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)OCc1ccccc1,8.153044674980176,REWCIBDKWWPGMH-ASKGCPBJSA-N
CHEMBL5400850,COc1cc2c(cc1OC)CN(C(=O)c1cc3cc(-c4ccc(NC(=O)c5ccc(Cl)cc5)cc4)ccc3[nH]1)CC2,8.0,COc1cc2c(cc1OC)CN(C(=O)c1cc3cc(-c4ccc(NC(=O)c5ccc(Cl)cc5)cc4)ccc3[nH]1)CC2,8.096910013008056,NTIOGBQWQWDWSN-UHFFFAOYSA-N
CHEMBL5074763,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OCc5cccnc5)c(OC)cc4NC(=O)c4cc(=O)c5ccccc5o4)n3)cc1)CC2,8.0,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OCc5cccnc5)c(OC)cc4NC(=O)c4cc(=O)c5ccccc5o4)n3)cc1)CC2,8.096910013008056,XIQOOYDNYCZXBM-UHFFFAOYSA-N
CHEMBL4877183,CC(=O)O[C@H]1[C@@H]2[C@@H](OC(=O)/C=C/c3ccccc3)[C@]3(OC2(C)C)[C@H](C)C[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@]3(C)[C@H]1OC(=O)c1ccccc1,8.0,CC(=O)O[C@H]1[C@@H]2[C@@H](OC(=O)/C=C/c3ccccc3)[C@]3(OC2(C)C)[C@H](C)C[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@]3(C)[C@H]1OC(=O)c1ccccc1,8.096910013008056,NFPVRLYQHPGFKB-PSEIXFMMSA-N
CHEMBL4861723,CC(=O)O[C@H]1[C@@H]2[C@@H](OC(=O)c3cccnc3)[C@]3(OC2(C)C)[C@H](C)C[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@]3(C)[C@H]1OC(=O)c1ccccc1,8.0,CC(=O)O[C@H]1[C@@H]2[C@@H](OC(=O)c3cccnc3)[C@]3(OC2(C)C)[C@H](C)C[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@]3(C)[C@H]1OC(=O)c1ccccc1,8.096910013008056,GDRBFJBZPOXYEE-CUQROXPWSA-N
CHEMBL3959689,CC(=O)O[C@@H]1[C@@H]2[C@@H](OC(C)=O)[C@]3(OC2(C)C)[C@H](C)CC[C@H](OC(C)=O)[C@@]3(C)[C@@H]1OC(=O)c1ccccc1,8.0,CC(=O)O[C@@H]1[C@@H]2[C@@H](OC(C)=O)[C@]3(OC2(C)C)[C@H](C)CC[C@H](OC(C)=O)[C@@]3(C)[C@@H]1OC(=O)c1ccccc1,8.096910013008056,ZFYHVMQCJIKTLP-OTOYSWGPSA-N
CHEMBL4086583,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2CCCN1CCN(CCO)CC1,8.0,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2CCCN1CCN(CCO)CC1,8.096910013008056,UYAUJRRVENQURC-UHFFFAOYSA-N
CHEMBL3582153,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@H](OC(=O)c1ccc(F)c(NC(=O)/C=C/c3ccc(OC)c(OC)c3)c1)C2,8.1,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@H](OC(=O)c1ccc(F)c(NC(=O)/C=C/c3ccc(OC)c(OC)c3)c1)C2,8.09151498112135,PADLVMZGAOPLPG-YVFVJLBGSA-N
CHEMBL3582148,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@H](OC(=O)/C=C/c1ccc(OC)c(OC)c1)C2,8.7,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@H](OC(=O)/C=C/c1ccc(OC)c(OC)c1)C2,8.060480747381382,GJQYFVVJUBJBIA-OGUMRPJFSA-N
CHEMBL5532625,COc1cc(NC(=O)c2cc(=O)c3ccccc3o2)c(C(=O)Nc2ccc(C3CCN(Cc4cccc(-n5ccnc5)c4)CC3)cc2)cc1OC,9.0,COc1cc(NC(=O)c2cc(=O)c3ccccc3o2)c(C(=O)Nc2ccc(C3CCN(Cc4cccc(-n5ccnc5)c4)CC3)cc2)cc1OC,8.045757490560675,ZPFLSSWYPDZJQP-UHFFFAOYSA-N
CHEMBL3582180,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@@H](OC(=O)c1ccc(F)c(NC(=O)c3ccc(OC)c(OC)c3)c1)C2=O,9.4,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@@H](OC(=O)c1ccc(F)c(NC(=O)c3ccc(OC)c(OC)c3)c1)C2=O,8.0268721464003,UYSYUYLPKSNFGN-CWTKIQHKSA-N
CHEMBL3416268,CC(=O)[C@@]1(O[C@@H]2CCCCO2)CC[C@H]2[C@@H]3CC[C@@H]4CC(=O)CC[C@]4(C)[C@H]3[C@H](O[C@H]3CCCCO3)C[C@@]21C,10.0,CC(=O)[C@@]1(O[C@@H]2CCCCO2)CC[C@H]2[C@@H]3CC[C@@H]4CC(=O)CC[C@]4(C)[C@H]3[C@H](O[C@H]3CCCCO3)C[C@@]21C,8.0,RKLIFQJGTGPQMA-KQSFVFRRSA-N
CHEMBL3416082,CC(=O)[C@H]1CC[C@H]2[C@H]3[C@H]([C@H](O[C@@H]4CCCCO4)C[C@]12C)[C@@]1(C)CCC(=O)C[C@H]1C[C@H]3OC(=O)c1ccccc1,10.0,CC(=O)[C@H]1CC[C@H]2[C@H]3[C@H]([C@H](O[C@@H]4CCCCO4)C[C@]12C)[C@@]1(C)CCC(=O)C[C@H]1C[C@H]3OC(=O)c1ccccc1,8.0,MOULCIDBGVWHLU-QLBQNYPWSA-N
CHEMBL4102080,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2CCCCN1CCN(C)CC1,10.0,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2CCCCN1CCN(C)CC1,8.0,BVCRMAXADCPENS-UHFFFAOYSA-N
CHEMBL3601682,COc1cc(OC)c(C(=O)N2C(=O)C(c3ccc(OC)c(OC)c3)=C(c3ccc(OC)c(OC)c3)C2=O)cc1Br,10.7,COc1cc(OC)c(C(=O)N2C(=O)C(c3ccc(OC)c(OC)c3)=C(c3ccc(OC)c(OC)c3)C2=O)cc1Br,7.97061622231479,HTCPEAGZVHKZBH-UHFFFAOYSA-N
CHEMBL3339299,COc1cc(/C=C/C(=O)OCCCN(C)CCCCCOC(=O)c2c3ccccc3cc3ccccc23)cc(OC)c1OC,11.0,COc1cc(/C=C/C(=O)OCCCN(C)CCCCCOC(=O)c2c3ccccc3cc3ccccc23)cc(OC)c1OC,7.958607314841775,IKNZTCAURQRTCY-ISLYRVAYSA-N
CHEMBL4553676,Cc1cc(C)c(-c2cc(NC(=O)CSCC(=O)NC(c3ccccc3)c3ccccc3)n(-c3ccccc3)n2)cc1C,11.0,Cc1cc(C)c(-c2cc(NC(=O)CSCC(=O)NC(c3ccccc3)c3ccccc3)n(-c3ccccc3)n2)cc1C,7.958607314841775,RFLDOZBTPRZTHF-UHFFFAOYSA-N
CHEMBL4096764,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2CCCN(CCO)CCO,11.22,Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2CCCN(CCO)CCO,7.950007143079858,OJXGDCVVEXNSPG-UHFFFAOYSA-N
CHEMBL3582166,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@@H](OC(=O)/C=C/c1cc(OC)c(OC)c(OC)c1)C2,11.6,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@@H](OC(=O)/C=C/c1cc(OC)c(OC)c(OC)c1)C2,7.935542010773082,NECCTVFNAYKBCX-RPIRQHEBSA-N
CHEMBL3582165,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@@H](OC(=O)/C=C/c1ccc(OC)c(OC)c1)C2,11.8,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@@H](OC(=O)/C=C/c1ccc(OC)c(OC)c1)C2,7.928117992693875,GJQYFVVJUBJBIA-IPGJECJKSA-N
CHEMBL2316428,COc1cc(/C=C/C(=O)O[C@H]2CC[C@@H](N(C)[C@H]3CC[C@H](OC(=O)c4cc(OC)c(OC)c(OC)c4)CC3)CC2)cc(OC)c1OC,12.0,COc1cc(/C=C/C(=O)O[C@H]2CC[C@@H](N(C)[C@H]3CC[C@H](OC(=O)c4cc(OC)c(OC)c(OC)c4)CC3)CC2)cc(OC)c1OC,7.920818753952375,GYWUGKYGQVCSEZ-AKZSVYKISA-N
CHEMBL3582139,C=CCOc1cc(C(=O)O[C@@H]2Cc3c(OC)cc(OC)cc3O[C@@H]2c2cc(OC)c(OC)c(OC)c2)cc(OCC=C)c1OCC=C,12.0,C=CCOc1cc(C(=O)O[C@@H]2Cc3c(OC)cc(OC)cc3O[C@@H]2c2cc(OC)c(OC)c(OC)c2)cc(OCC=C)c1OCC=C,7.920818753952375,UEPWDWPQMFHGAX-CZNDPXEESA-N
CHEMBL3582162,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@@H](OC(=O)c1ccc(OC)c(OC)c1)C2,12.0,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@@H](OC(=O)c1ccc(OC)c(OC)c1)C2,7.920818753952375,RUBDMCSYCHRMPQ-RRPNLBNLSA-N
CHEMBL4552725,Cc1cc(C)c(-c2cc(NC(=O)CSCC(=O)NC34CC5CC(CC(C5)C3)C4)n(-c3ccccc3)n2)cc1C,13.0,Cc1cc(C)c(-c2cc(NC(=O)CSCC(=O)NC34CC5CC(CC(C5)C3)C4)n(-c3ccccc3)n2)cc1C,7.886056647693163,NJMLZLFEPYDIKZ-UHFFFAOYSA-N
CHEMBL5401765,COc1cc2c(cc1OC)CN(C(=O)c1cc3cc(-c4ccc(NC(=O)c5ccc(F)cc5)cc4)ccc3[nH]1)CC2,13.0,COc1cc2c(cc1OC)CN(C(=O)c1cc3cc(-c4ccc(NC(=O)c5ccc(F)cc5)cc4)ccc3[nH]1)CC2,7.886056647693163,SKZXJJNPPIVVMZ-UHFFFAOYSA-N
CHEMBL3582159,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@H](OC(=O)c1ccc(F)c(NC(=O)c3ccc(F)c(NC(=O)c4cc(OC)c(OC)c(OC)c4)c3)c1)C2,13.4,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@H](OC(=O)c1ccc(F)c(NC(=O)c3ccc(F)c(NC(=O)c4cc(OC)c(OC)c(OC)c4)c3)c1)C2,7.872895201635193,SCOMCZNDFDQIFC-LJEWAXOPSA-N
